id,title,year,categories,abstract,pdf_url,download_status,matched_terms,match_score,pdf_path
2503.21481v1,Stress-driven whisker formation in lithium metal batteries,2025,physics.chem-ph,"lithium metal batteries are promising for next-generation high-energy-density
batteries, especially when lithium is directly plated on a current collector.
however, lithium whiskers can form in the early stages of electroplating. these
whiskers lead to low coulombic efficiency due to isolated lithium formation
during stripping. the mechanism of whisker formation is not fully understood,
and different mechanisms are proposed in the literature. herein, we
computationally explore a stress-driven extrusion mechanism through cracks in
the solid-electrolyte-interphase (sei), which explains the experimentally
observed root growth of lithium whiskers. we model the extrusion as a flow of a
power-law herschel-bulkley fluid parametrized by the experimental power-law
creep behavior of lithium, which results in the typical one-dimensional whisker
shape. consequently, in competition with sei self-healing, sei cracking
determines the emergence of whiskers, giving a simple rule of thumb to avoid
whisker formation in liquid electrolytes.",http://arxiv.org/pdf/2503.21481v1,Downloaded (2206.57 KB),"lithium, cu, electroplating",38,pdfs/2503.21481v1.pdf
2208.12902v1,Three-dimensional experimental-scale phase-field modelling of dendrite formation in rechargeable lithium-metal batteries,2022,physics.app-ph,"we perform phase-field simulations of the electrodeposition process that
forms dendrites within metal-anode batteries including anisotropic
representation. we describe the evolution of a phase field, the lithium-ion
concentration, and an electric potential, during a battery charge cycle,
solving equations using time-marching algorithms with automatic time-step
adjustment and implemented on an open-source finite element library. a modified
lithium crystal surface anisotropy representation for phase-field
electrodeposition model is proposed and evaluated through different numerical
tests, exhibiting low sensitivity to the numerical parameters. change of
dendritic morphological behaviour is captured by a variation of the simulated
inter-electrode distance. a set of simulations are presented to validate the
proposed formulation, showing their agreement with experimentally-observed
lithium dendrite growth rates, and morphologies reported in the literature.",http://arxiv.org/pdf/2208.12902v1,Downloaded (39654.08 KB),"battery, lithium, deposition, electrodeposition",50,pdfs/2208.12902v1.pdf
1807.04693v1,"Ni-P coatings electroplating - A review, Part I: Pure Ni-P alloy",2018,"physics.app-ph, cond-mat.mtrl-sci","in the electroplating industry ni-p coatings are extensively employed owing
to their excellent properties which enable substrate protection against
corrosion and wear. depending on their composition and structure, as-plated
deposits demonstrate good mechanical, tribological and electrochemical
features, catalytic activity but also beneficial magnetic characteristics. with
subsequent thermal treatment hardness of ni-p metal-metalloid system can
approach or be even higher than that of hard cr coatings. the purpose of this
paper is to provide a general survey of the research work dealing with the
electrodeposition of ni-p binary alloy coatings. proposed phosphorus
incorporation mechanisms, ni-p alloy microstructure before and after thermal
treatment, its mechanical, tribological, corrosion, catalytic and magnetic
properties are considered, so are the key process variables influencing
phosphorus content in the deposits and the roles of the main electrolytic bath
constituents. findings on the merits of employing pulse plating and fabrication
of unconventional (layered and functionally graded) structures are succinctly
explored.",http://arxiv.org/pdf/1807.04693v1,Downloaded (2678.48 KB),"deposition, electrodeposition, electroplating",38,pdfs/1807.04693v1.pdf
2102.03962v1,Quantitatively Designing Porous Copper Current Collectors for Lithium Metal Anode,2021,cond-mat.mtrl-sci,"lithium metal has been an attractive candidate as a next generation anode
material. despite its popularity, stability issues of lithium in the liquid
electrolyte and the formation of lithium whiskers have kept it from practical
use. three-dimensional (3d) current collectors have been proposed as an
effective method to mitigate whiskers growth. although extensive research
efforts have been done, the effects of three key parameters of the 3d current
collectors, namely the surface area, the tortuosity factor, and the surface
chemistry, on the performance of lithium metal batteries remain elusive.
herein, we quantitatively studied the role of these three parameters by
synthesizing four types of porous copper networks with different sizes of
well-structured micro-channels. x-ray microscale computed tomography (micro-ct)
allowed us to assess the surface area, the pore size and the tortuosity factor
of the porous copper materials. a metallic zn coating was also applied to study
the influence of surface chemistry on the performance of the 3d current
collectors. the effects of these parameters on the performance were studied in
detail through scanning electron microscopy (sem) and titration gas
chromatography (tgc). stochastic simulations further allowed us to interpret
the role of the tortuosity factor in lithiation. by understanding these
effects, the optimal range of the key parameters is found for the porous copper
anodes and their performance is predicted. using these parameters to inform the
design of porous copper anodes for li deposition, coulombic efficiencies (ce)
of up to 99.56% are achieved, thus paving the way for the design of effective
3d current collector systems.",http://arxiv.org/pdf/2102.03962v1,Downloaded (4383.84 KB),"lithium, cu, deposition, copper",50,pdfs/2102.03962v1.pdf
2406.14079v1,Nano-Patterned Pt-Based Metallic Glass Electrocatalysts with In-Situ Copper Oxide Foam for Enhanced Hydrogen Evolution,2024,"cond-mat.mtrl-sci, physics.chem-ph","hydrogen is a promising energy carrier for replacing fossil fuels, and
hydrogen production via hydrogen evolution reaction (her) is an environmentally
friendly option if electrocatalysts with low overpotentials and long-term
stability are used. in this work, the electrocatalytic performance of
$\mathrm{pt_{57.5}cu_{14.7}ni_{5.3}p_{22.5}}$ bulk metallic glass (bmg) with
flat, micro-patterned, and nano-patterned surfaces for her in 0.5 m h2so4 is
studied. the nano-patterned pt-bmg demonstrates outstanding long-term stability
and self-improving behavior with a final overpotential of 150 mv and a tafel
slope of 42 $\mathrm{mv dec^{-1}}$ after 1000 linear sweep voltammetry (lsv)
cycles, which is respectively 42% and 37% lower than in the first lsv cycle.
x-ray photoelectron spectroscopy (xps) and auger electron spectroscopy (aes)
indicate the formation of a layer of cuo/cu2o foam deposited on top of the
nano-patterned surface during the stability test of 1000 lsv cycles. a
three-step process is proposed to explain the formation of cuxo foam via
dynamic hydrogen bubble templating (dhbt) electrodeposition from cu dissolution
of the pt-bmg without using copper salt. this work provides a method to create
cuxo foams that could be used for various applications. moreover,
nano-patterned bmgs with dhbt deposition offer a feasible strategy to
synthesize metal or metal-oxide foams.",http://arxiv.org/pdf/2406.14079v1,Downloaded (2395.35 KB),"cu, deposition, electrodeposition, copper",50,pdfs/2406.14079v1.pdf
1808.02105v1,Lithium Metal Penetration Induced by Electrodeposition through Solid Electrolytes: Example in Single-Crystal Li6La3ZrTaO12 Garnet,2018,cond-mat.mtrl-sci,"solid electrolytes are considered a potentially enabling component in
rechargeable batteries that use lithium metal as the negative electrode, and
thereby can safely access higher energy density than available with today's
lithium ion batteries. to do so, the solid electrolyte must be able to suppress
morphological instabilities that lead to poor coulombic efficiency and, in the
worst case, internal short circuits. in this work, lithium electrodeposition
experiments were performed using single-crystal li6la3zrtao12 garnet as solid
electrolyte layers to investigate the factors that determine whether lithium
penetration occurs through brittle inorganic solid electrolytes. in these
single crystals, grain boundaries are excluded as possible paths for lithium
metal propagation. however, vickers microindentation was used to introduce
sharp surface flaws of known size. using operando optical microscopy, it was
found that lithium metal penetration sometimes initiates at these controlled
surface defects, and when multiple indents of varying size were present,
propagates preferentially from the largest defect. however, a second class of
flaws was found to be equally or more important. at the perimeter of surface
current collectors, an enhanced electrodeposition current density causes
lithium metal filled cracks to initiate and grow to penetration, even when the
large vickers defects are in close proximity. modeling the electric field
concentration for the experimental configurations, it was shown that a factor
of 5 enhancement in field can readily occur within 10 micrometers of current
collector discontinuities, which we interpret as the origin of
electrochemomechanical stresses leading to failure. such field amplification
may determine the sites where supercritical surface defects dominate lithium
metal propagation during electrodeposition, overriding the presence of larger
defects elsewhere.",http://arxiv.org/pdf/1808.02105v1,Downloaded (1183.31 KB),"lithium, cu, deposition, electrodeposition",50,pdfs/1808.02105v1.pdf
2205.11723v1,Galvanic Corrosion and Electric Field in Lithium Anode Passivation Films: Effects on Self-Discharge,2022,"cond-mat.mtrl-sci, physics.chem-ph","battery interfaces help govern rate capability, safety/stability, cycle life,
and self-discharge, but significant gaps remain in our understanding at atomic
length scales that can be exploited to improve interfacial properties. in
particular, li partially plated on copper current collectors, relevant to the
anodeless, lithium metal cell which is a holy grail of high density energy
battery research, has recently been reported to undergo galvanic corrosion and
exhibit short shelf lives. we apply large scale density functional theory (dft)
calculations and x-ray photoelectron spectroscopy to examine the reaction
between the electrolyte and li|cu junctions coated with thin, uniform
electrolyte interphase (sei) passivating films at two applied voltages. these
novel dft galvanic corrosion simulations show that electrolyte degradation
preferentially occurs on li-plated regions and should lead to thicker sei
films. our simulations reveal similarities but also fundamental differences
between traditional metal localized pitting and li-corrosion mechanisms.
furthermore, using the recently proposed, highly reactive lithium hydride (lih)
component sei as example, we distinguish between electrochemical and chemical
degradation pathways which are partially responsible for self-discharge, with
the chemical pathway found to exhibit slow kinetics. we also predict that
electric fields should in general exist across natural sei components like lih,
and across artificial sei films like lii and lialo(2) often applied to improve
battery cycling. underlying and unifying these predictions is a framework of
dft voltage/overpotential definitions which we have derived from
electrochemistry disciplines like structural metal corrosion studies; our
analysis can only be made using the correct electronic voltage definitions.",http://arxiv.org/pdf/2205.11723v1,Downloaded (807.70 KB),"battery, lithium, cu, copper",50,pdfs/2205.11723v1.pdf
2207.06491v1,Dynamics of the lithium metal electrodeposition: Effects of a gas bubble,2022,"cond-mat.mtrl-sci, physics.chem-ph","rechargeable lithium metal batteries have been widely investigated recently,
driven by the global trend for the electrification of transportation.
understanding the dynamics of lithium metal electrodeposition is crucial to
design safe and reliable lithium metal anodes. in this study, we developed a
grand potential-based phase-field model to investigate the effect of a static
gas bubble, which forms due to the complicated internal side reactions, on the
dynamics of the dendrite growth during electrodeposition. it is observed that
with the presence of a gas bubble, the dendrite growth is largely accelerated,
due to the accumulation of lithium ions on the far side of the bubble away from
the anode surface, which could serve as an ion ""reservoir"" for the dendrite
growth, leading to the bending/tilting of the lithium dendrites toward the
bubble. meanwhile, the effects of the bubble size and distance to the anode are
further studied, demonstrating that the larger the bubble size and the closer
to the anode, the longer the lithium dendrites grow. we hope this study could
serve as an example to exploit the effect of extrinsic factors on the dendrite
growth dynamics.",http://arxiv.org/pdf/2207.06491v1,Downloaded (1823.48 KB),"lithium, cu, deposition, electrodeposition",50,pdfs/2207.06491v1.pdf
2008.00112v1,Kinetics of lithium electrodeposition and stripping,2020,"physics.chem-ph, cond-mat.mtrl-sci","electrodeposition and stripping are fundamental electrochemical processes for
metals and have gained importance in rechargeable li-ion batteries due to
lithium metal electrodes. the electrode kinetics associated with lithium metal
electrodeposition and stripping is crucial in determining performance at fast
discharge and charge which is important for electric vertical take-off and
landing (evtol) aircraft and electric vehicles (ev). in this work, we show the
use of marcus-hush-chidsey (mhc) kinetics to accurately predict the tafel curve
data from the work of boyle et al. we discuss the differences in predictions of
reorganization energies from the marcus-hush and the mhc models for lithium
metal electrodes in four solvents. the mhc kinetic model is implemented and
open-sourced within cantera. using the reaction kinetic model in a pseudo-2d
battery model with a lithium anode paired with a lifepo$_4$ cathode, we show
the importance of accounting for the mhc kinetics and compare it to the use of
butler-volmer (bv) and marcus-hush kinetic models. we find that significant
deviation in the overpotentials associated with reaction kinetics for the two
different rate laws for conditions of fast discharge and charge relevant for
evtol and ev respectively.",http://arxiv.org/pdf/2008.00112v1,Downloaded (1064.35 KB),"battery, lithium, cu, deposition, electrodeposition",62,pdfs/2008.00112v1.pdf
1308.6455v1,Vacuum nanogap formation in multilayer structures by an adhesion-controlled process,2013,cond-mat.mes-hall,"in this study, we regulate adhesion between thin metal films to produce a
large-area vacuum nanogap for electron tunneling. multilayer structures
comprising thin metal films with adjustable adhesion were fabricated. the
cu/ag/ti/si structures were grown on si substrates and include thin ti and ag
films and a thick cu layer. the ag and ti films were deposited on the si
substrate under vacuum, and a thick cu layer was subsequently electroplated
onto the ag surface. later, the sandwich was separated and a vacuum nanogap was
opened to produce two ag/cu and ti/si conformal electrodes. the adhesion
strength between the ti and ag films was precisely adjusted by exposing the
structures to dry o2 after ti growth but before ag growth. the resulting
adhesion needed to be sufficiently high to allow electroplating of cu and
sufficiently low to allow subsequent separation. either heating or cooling was
used to separate the sandwiches. t he structures separated as a result of the
different thermal expansion parameters of the si and cu electrodes and the low
adhesion between the ti and ag layers. after separation, the ag and ti surfaces
were analyzed optically using a michelson interferometer. adhesion regulation
and optimization of the electroplating regime allowed fabrication of two
conformal electrodes with a nanogap smaller than 5 nm and an area larger than 7
mm2. such electrodes can be used for efficient energy conversion and cooling in
the mixed thermionic and thermotunneling regime.",http://arxiv.org/pdf/1308.6455v1,Downloaded (709.38 KB),"cu, electroplating",25,pdfs/1308.6455v1.pdf
1901.05033v2,Linear stability analysis of transient electrodeposition in charged porous media: suppression of dendritic growth by surface conduction,2019,physics.chem-ph,"we study the linear stability of transient electrodeposition in a charged
random porous medium, whose pore surface charges can be of any sign, flanked by
a pair of planar metal electrodes. discretization of the linear stability
problem results in a generalized eigenvalue problem for the dispersion relation
that is solved numerically, which agrees well with the analytical approximation
obtained from a boundary layer analysis valid at high wavenumbers. under
galvanostatic conditions in which an overlimiting current is applied, in the
classical case of zero surface charges, the electric field at the cathode
diverges at sand's time due to electrolyte depletion. the same phenomenon
happens for positive charges but earlier than sand's time. however, negative
charges allow the system to sustain an overlimiting current via surface
conduction past sand's time, keeping the electric field bounded. therefore, at
sand's time, negative charges greatly reduce surface instabilities and suppress
dendritic growth, while zero and positive charges magnify them. we compare
theoretical predictions for overall surface stabilization with published
experimental data for copper electrodeposition in cellulose nitrate membranes
and demonstrate good agreement between theory and experiment. we also apply the
stability analysis to how crystal grain size varies with duty cycle during
pulse electroplating.",http://arxiv.org/pdf/1901.05033v2,Downloaded (4744.65 KB),"cu, deposition, electrodeposition, electroplating, copper",62,pdfs/1901.05033v2.pdf
2210.16686v1,"Is Cu$_{3-x}$P a semiconductor, a metal, or a semimetal?",2022,cond-mat.mtrl-sci,"despite the recent surge in interest in cu$_{3-x}$p for catalysis, batteries,
and plasmonics, the electronic nature of cu$_{3-x}$p remains unclear. some
studies have shown evidence of semiconducting behavior, whereas others have
argued that cu$_{3-x}$p is a metallic compound. here, we attempt to resolve
this dilemma on the basis of combinatorial thin-film experiments, electronic
structure calculations, and semiclassical boltzmann transport theory. we find
strong evidence that stoichiometric, defect-free cu$_3$p is an intrinsic
semimetal, i.e., a material with a small overlap between the valence and the
conduction band. on the other hand, experimentally realizable cu$_{3-x}$p films
are always p-type semimetals natively doped by copper vacancies regardless of
$x$. it is not implausible that cu$_{3-x}$p samples with very small
characteristic sizes (such as small nanoparticles) are semiconductors due to
quantum confinement effects that result in opening of a band gap. we observe
high hole mobilities (276 cm$^2$/vs) in cu$_{3-x}$p films at low temperatures,
pointing to low ionized impurity scattering rates in spite of a high doping
density. we report an optical effect equivalent to the burstein-moss shift, and
we assign an infrared absorption peak to bulk interband transitions rather than
to a surface plasmon resonance. from a materials processing perspective, this
study demonstrates the suitability of reactive sputter deposition for detailed
high-throughput studies of emerging metal phosphides.",http://arxiv.org/pdf/2210.16686v1,Downloaded (17980.74 KB),"cu, deposition, copper",38,pdfs/2210.16686v1.pdf
2103.03921v1,Thermodynamics of Lithium Stripping and Limits for Fast Discharge in Lithium Metal Batteries,2021,"physics.chem-ph, cond-mat.mtrl-sci, physics.comp-ph","lithium metal batteries are seen as a critical piece towards electrifying
aviation. during charging, plating of lithium metal, a critical failure
mechanism, has been studied and mitigation strategies have been proposed. for
electric aircraft, high discharge power requirements necessitate stripping of
lithium metal in an uniform way and recent studies have identified the
evolution of surface voids and pits as a potential failure mechanism. in this
work, using density functional theory calculations and thermodynamic analysis,
we investigate the discharge process on lithium metal surfaces. in particular,
we calculate the tendency for vacancy congregation on lithium metal surfaces,
which constitutes the first step in the formation of voids and pits. we find
that among the low miller index surfaces, the (111) surface is the least likely
to exhibit pitting issues. our analysis suggests that faceting control during
electrodeposition could be a key pathway towards simultaneously enabling both
fast charge and fast discharge.",http://arxiv.org/pdf/2103.03921v1,Downloaded (844.68 KB),"lithium, cu, deposition, electrodeposition",50,pdfs/2103.03921v1.pdf
2208.04089v1,The mechanism of Li deposition on the Cu substrates in the anode-free Li metal batteries,2022,cond-mat.mtrl-sci,"due to the rapid growth in the demand for high-energy-density li batteries
and insufficient global li reserves, the anode-free li metal batteries are
receiving increasing attention. various strategies, such as surface
modification and structural design of cu current collectors, have been proposed
to stabilize the anode-free li metal batteries. unfortunately, the mechanism of
li deposition on the cu surfaces with the different miller indices is poorly
understood, especially on the atomic scale. here, a large-scale molecular
dynamics simulation of li deposition on the cu substrates was performed in the
anode-free li metal batteries. the results show that the li layers on the cu
(100), cu (110), and cu (111) surfaces are closer to the structures of li
(110), li (100), and li (110) surfaces, respectively. the mechanism was studied
through the surface similarity analysis, potential energy surfaces, and lattice
features. finally, a proposal to reduce the fraction of the (110) facet in
commercial cu foils was made to improve the reversibility and stability of li
plating/stripping in the anode-free li metal batteries.",http://arxiv.org/pdf/2208.04089v1,Downloaded (2119.27 KB),"cu, deposition",25,pdfs/2208.04089v1.pdf
2302.06462v1,A continuum electro-chemo-mechanical gradient theory coupled with damage: Application to Li-metal filament growth in all-solid-state batteries,2023,"cond-mat.mtrl-sci, physics.chem-ph","we formulate a continuum electro-chemo-mechanical gradient theory which
couples electrochemical reactions with mechanical deformation and damage in
solids. the framework models species transport across the host due to
diffusion/migration and concurrent electrochemical reaction at damaged sites
within the host, where ionic species are reduced to form a new compound. the
theory is fully-coupled with electrodeposition impacting mechanical
deformation, stress generation and damage of the host. conversely,
electrodeposition kinetics are affected by mechanical stresses via a
thermodynamically-consistent, physically motivated driving force that
distinguishes chemical, electrical and mechanical contributions. the theory
also captures the interplay between growth-induced fracture of the host and
deposition of a new material inside cracks by tracking damage and extent of
electrodeposition via separate phase-field variables.
  while the framework is general in nature, we specialize it to model a
li-metal-li7la3zr2o12 (llzo) system and demonstrate the ability to capture both
intergranular and transgranular crack and li-filament growth mechanisms, which
have been experimentally observed. in addition, we elucidate how mechanical
confinement in solid-state batteries plays a key role in the resulting
crack/electrodeposition morphology. in modeling this system, we demonstrate the
manner in which our framework can elucidate the critical coupling between
mechanics and electrodeposition kinetics and its role in dictating li-filament
growth. beyond this, the framework should serve useful in a number of
engineering problems of relevance in which electrochemical reactions take place
within a damage zone, depositing new material at these sites.",http://arxiv.org/pdf/2302.06462v1,Downloaded (4056.53 KB),"cu, deposition, electrodeposition",38,pdfs/2302.06462v1.pdf
1108.0340v1,Increased Cycling Efficiency and Rate Capability of Copper-coated Silicon Anodes in Lithium-ion Batteries,2011,cond-mat.mtrl-sci,"cycling efficiency and rate capability of porous copper-coated, amorphous
silicon thin-film negative electrodes are compared to equivalent silicon
thin-film electrodes in lithium-ion batteries. the presence of a copper layer
coated on the active material plays a beneficial role in increasing the cycling
efficiency and the rate capability of silicon thin-film electrodes. between 3c
and c/8 discharge rates, the available cell energy decreased by 8% and 18% for
40 nm copper-coated silicon and equivalent silicon thin-film electrodes,
respectively. copper-coated silicon thin-film electrodes also show higher
cycling efficiency, resulting in lower capacity fade, than equivalent silicon
thin-film electrodes. we believe that copper appears to act as a glue that
binds the electrode together and prevents the electronic isolation of silicon
particles, thereby decreasing capacity loss. rate capability decreases
significantly at higher copper-coating thicknesses as the silicon
active-material is not accessed, suggesting that the thickness and porosity of
the copper coating need to be optimized for enhanced capacity retention and
rate capability in this system.",http://arxiv.org/pdf/1108.0340v1,Downloaded (754.54 KB),"lithium, copper",25,pdfs/1108.0340v1.pdf
2304.01557v1,Direct in situ determination of the surface area and structure of deposited metallic lithium within lithium metal batteries using ultra small and small angle neutron scattering,2023,cond-mat.mtrl-sci,"despite being the major cause of battery safety issues and detrimental
performance, a comprehensive growth mechanism for metallic lithium deposited at
electrode surfaces in lithium metal batteries remains elusive. while lithium
surface morphology is often derived indirectly, here, detailed information is
directly obtained using in situ small and ultra-small angle neutron scattering,
in bulk and non-destructively. features of 1-10 um and 100-300 nm are
identified; the latter contribute to most of the surface area and their size
inversely correlates to applied current density. surface area per unit volume
increases continuously during charging from 1-4 h at 2 ma/cm2 but more slowly
during discharge. comparatively higher values are reached after just 1 h at 20
ma/cm2 which remain constant in subsequent cycles. such quantitative insight
into the processes of metallic lithium growth within batteries may enable the
development of safer high performance lithium metal batteries.",http://arxiv.org/pdf/2304.01557v1,Downloaded (2139.96 KB),"battery, lithium, cu",38,pdfs/2304.01557v1.pdf
0801.0098v1,An SERS study of the galvanostatic sequence employed for the electrochemical deposition of Copper in the fabrication of Interconnects,2007,cond-mat.mtrl-sci,"this paper reports the first study carried out by surface-enhanced raman
spectroscopy (sers) during the galvanostatic electrodeposition (ecd) of copper
from an acidic sulphate solution, in the presence of polyethylene glycol (peg),
bis-(3-sulfopropyl)-disulfide na salt (sps), benzyl-phenyl modified
polyethyleneimine (bppei) and chloride ions. the analysis of sers spectra
recorded during electrodeposition allowed to get an insight into the complex
interfacial behaviour of the organic blend, in terms of co-adsorption and
reactivity. at open-circuit (oc), the additives co-adsorb on the copper
cathode. upon increasing the cathodic polarization, progressive sps-scavenging
action of peg was observed. bppei is adsorbed in the entire process window and
cathodic reaction products of peg were identified. the joint action of the
organic additives yields a continuous deposit with crystallites of submicron
dimensions, as revealed by scanning electron microscopy (sem).",http://arxiv.org/pdf/0801.0098v1,Downloaded (190.96 KB),"cu, deposition, electrodeposition, copper",50,pdfs/0801.0098v1.pdf
1008.3542v1,The Atomic-scale Growth of Large-Area Monolayer Graphene on Single-Crystal Copper Substrates,2010,cond-mat.mes-hall,"we study the growth and microscopic structure of large-area graphene
monolayers, grown on copper single crystals by chemical vapor deposition (cvd)
in ultra-high vacuum (uhv). using atomic-resolution scanning tunneling
microscopy (stm), we find that graphene grows primarily in registry with the
underlying copper lattice for both cu(111) and cu(100). the graphene has a
hexagonal superstructure on cu(111) with a significant electronic component,
whereas it has a linear superstructure on cu(100). the film quality is limited
by grain boundaries, and the best growth is obtained on the cu(111) surface.",http://arxiv.org/pdf/1008.3542v1,Downloaded (2269.55 KB),"cu, deposition, copper",38,pdfs/1008.3542v1.pdf
1610.05631v1,"Preparation, structure and giant magnetoresistance of electrodeposited Fe Co/Cu multilayers",2016,cond-mat.mtrl-sci,"no systematic studies have been carried out on the giant magnetoresistance
(gmr) of electrodeposited (ed) fe-co/cu multilayers since the elaboration of a
method for the optimization of the cu layer deposition potential. in this
paper, we present results on the electrochemical optimization of the cu layer
deposition potential which was found to depend on the relative iron
concentration in the bath. an x-ray diffraction study of ed fe5co95(1.5
nm)/cu(dcu) multilayers with dcu ranging from 0.8 nm to 10 nm revealed an fcc
structure. for most of the multilayers, a weak superlattice satellite
reflection could be identified. the room-temperature magnetoresistance was
studied in detail as a function of the individual layer thicknesses.
multilayers with cu layer thicknesses above about 1.5 nm were found to exhibit
a gmr behavior with a maximum gmr of about 5 % and a typical saturation field
of 1 koe. the gmr magnitude decreased with increasing fe-content in the
magnetic layer. the spacer layer thickness evolution of the mr data was
established in detail after separating the ferromagnetic and superparamagnetic
gmr contributions and no oscillatory gmr was found. a comparison with
literature data on both physically deposited and ed fe-co/cu multilayers is
also made.",http://arxiv.org/pdf/1610.05631v1,Downloaded (749.74 KB),"cu, deposition",25,pdfs/1610.05631v1.pdf
1809.03667v1,Al-Cu-Fe quasicrystals as anode of lithium ion battery,2018,cond-mat.mtrl-sci,"in this paper, al-cu-fe quasicrystal alloy was used as anode material of
lithium-ion batteries. the first specific discharge capacity of quasicrystal
was 204mah/g. cyclic voltammetry showed that oxidation peak of al-cu-fe
quasicrystal was at about 1.4v. the reduction peak was at 0.3v. al-cu-fe
quasicrystal have higher li-ion diffusion impedance and warburg in the first
cycle. x-ray diffraction analysis demonstrate that li atom enter into
quasicrystal structure can not fully leave quasicrytal during first
charge/discharge cycle which induce the irreversible capacity.",http://arxiv.org/pdf/1809.03667v1,Downloaded (483.83 KB),"battery, lithium, cu",38,pdfs/1809.03667v1.pdf
1604.04200v1,Stable artificial solid electrolyte interfaces for lithium batteries,2016,cond-mat.mtrl-sci,"a rechargeable lithium metal battery (lmb), which uses metallic lithium at
the anode, is among the most promising technologies for next generation
electrochemical energy storage devices due to its high energy density,
particularly when li is paired with energetic conversion cathodes such as
sulfur, oxygen/air, and carbon dioxide. practical lmbs in any of these designs
remain elusive due to multiple stubborn problems, including parasitic reactions
of li metal with liquid electrolytes, unstable/dendritic electrodeposition at
the anode during cell recharge, and chemical reaction of dissolved cathode
conversion products with the li anode. the solid electrolyte interface (sei)
formed between lithium metal and liquid electrolytes plays a critical role in
all of these processes. we report on the chemistry and interfacial properties
of artificial sei films created by in-situ reaction of a strong lewis acid ali3
additive, li metal, and aprotic liquid electrolytes. we find that these sei
films impart exceptional interfacial stability to a li metal anode. we further
show that the improvements come from at least three processes: (i) in-situ
formation of li-al alloy, (ii) formation of a lii salt layer on li, and (iii)
creation of a stable polymer thin film on the lithium metal anode.",http://arxiv.org/pdf/1604.04200v1,Downloaded (1044.62 KB),"battery, lithium, cu, deposition, electrodeposition",62,pdfs/1604.04200v1.pdf
2504.05612v1,High-efficiency broadband active metasurfaces via reversible metal electrodeposition,2025,"physics.optics, cond-mat.mtrl-sci, physics.app-ph","realizing active metasurfaces with substantial tunability is important for
many applications but remains challenging due to difficulties in dynamically
tuning light-matter interactions at subwavelength scales. here, we introduce
reversible metal electrodeposition as a versatile approach for enabling active
metasurfaces with exceptional tunability across a broad bandwidth. as a proof
of concept, we demonstrate a dynamic beam-steering device by performing
reversible copper (cu) electrodeposition on a reflective gradient metasurface
composed of metal-insulator-metal resonators. by applying different voltages,
the cu atoms can be uniformly and reversibly electrodeposited and stripped
around the resonators, effectively controlling the gap-surface plasmon
resonances and steering the reflected light. this process experimentally
achieved >90% diffraction efficiencies and >60% reflection efficiencies in both
specular and anomalous modes, even after thousands of cycles. moreover, these
high efficiencies can be extended from the visible to the near- and
mid-infrared regimes, demonstrating the broad versatility of this approach in
enabling various active optical and thermal devices with different working
wavelengths and bandwidths.",http://arxiv.org/pdf/2504.05612v1,Downloaded (7592.75 KB),"cu, deposition, electrodeposition, copper",50,pdfs/2504.05612v1.pdf
