id,title,year,categories,abstract,pdf_url,download_status,matched_terms,match_score,pdf_path
1711.07579v1,Characterisation of p-type ZnS:Cu transparent conducting films fabricated by high-temperature pulsed laser deposition,2017,cond-mat.mtrl-sci,"copper-doped zinc sulphide (zns:cu) thin films were synthesized through
pulsed laser ablation in an inert background gas on stationary and rotating
substrates, and a comprehensive opto-electrical char...",http://arxiv.org/pdf/1711.07579v1,Downloaded (2815.00 KB),"deposition, copper, cu",19,pdfs/1711.07579v1.pdf
1112.2145v1,Anomaly of Film Porosity Dependence on Deposition Rate,2011,cond-mat.mtrl-sci,"this letter reports an anomaly of film porosity dependence on deposition rate
during physical vapor deposition - the porosity increases as deposition rate
decreases. using glancing angle deposition of...",http://arxiv.org/pdf/1112.2145v1,Downloaded (437.96 KB),"deposition, cu",12,pdfs/1112.2145v1.pdf
1809.00915v1,Surface structures of graphene covered Cu (103),2018,cond-mat.mtrl-sci,"we studied the surface structures of chemical vapor deposited (cvd) graphene
on cu(103). the graphene covered cu surface had (103) facets parallel to the
cu[010] direction, on which triangular pattern...",http://arxiv.org/pdf/1809.00915v1,Downloaded (729.79 KB),cu,6,pdfs/1809.00915v1.pdf
1808.09838v1,Synthesizing Cu-Sn nanowires alloy in highly-ordered Aluminum Oxide templates by using electrodeposition method,2018,"physics.app-ph, cond-mat.mtrl-sci","in this research a novel and simple electrochemical method is developed in
order to facilitate the large-scale production of nanowires. the proposed
electrochemical technique shows versatile controlla...",http://arxiv.org/pdf/1808.09838v1,Downloaded (5333.76 KB),"deposition, electrodeposition, cu",19,pdfs/1808.09838v1.pdf
1401.1716v2,Rotation misorientated graphene moire superlattices on Cu(111): classical molecular dynamics simulations and scanning tunneling microscopy studies,2014,cond-mat.mtrl-sci,"graphene on copper is a system of high technological relevance, as cu is one
of the most widely used substrates for the cvd growth of graphene. however,
very little is known about the details of their...",http://arxiv.org/pdf/1401.1716v2,Downloaded (595.53 KB),"copper, cu",12,pdfs/1401.1716v2.pdf
1207.0829v1,Exchange engineering in 3d chains adsorbed on Cu$_2$N/Cu(001),2012,cond-mat.mtrl-sci,"covalent substrates can give rise to a variety of magnetic interaction
mechanisms among adsorbed transition metal atoms building atomic
nanostructures. we show this by calculating the ground state mag...",http://arxiv.org/pdf/1207.0829v1,Downloaded (2332.42 KB),cu,6,pdfs/1207.0829v1.pdf
0501304v1,Comparative study of adatom manipulation on several fcc metal surfaces,2005,cond-mat.mtrl-sci,"for a set of fcc metals our total energy calculations, based on many body
potentials, show that activation barriers for lateral manipulation of an adatom
at a step edge depend on the tip/substrate com...",http://arxiv.org/pdf/cond-mat/0501304v1,Downloaded (386.79 KB),cu,6,pdfs/0501304v1.pdf
2004.09946v1,Monolayer and bilayer perfluoropentacene on Cu(111),2020,cond-mat.mes-hall,"perfluoropentacene (pfp), an $n$-type organic semiconductor, is deposited at
monolayer and bilayer coverage on cu(111). scanning tunneling microscopy at
various bias voltages is used to investigate th...",http://arxiv.org/pdf/2004.09946v1,Downloaded (4278.67 KB),cu,6,pdfs/2004.09946v1.pdf
1112.2283v1,Suppression of Grain Boundaries in Graphene Growth on Superstructured Mn-Cu(111) Surface,2011,cond-mat.mtrl-sci,"as undesirable defects, grain boundaries (gbs) are widespread in epitaxial
graphene using existing growth methods on metal substrates. employing density
functional theory calculations, we first identi...",http://arxiv.org/pdf/1112.2283v1,Downloaded (3364.12 KB),"deposition, cu",12,pdfs/1112.2283v1.pdf
2005.05375v2,Computational Investigation of Copper Phosphides as Conversion Anodes for Lithium-Ion Batteries,2020,cond-mat.mtrl-sci,"using first principles structure searching with density-functional theory
(dft) we identify a novel $fm\bar{3}m$ phase of cu$_2$p and two low-lying
metastable structures, an $i\bar{4}3d$--cu$_3$p phas...",http://arxiv.org/pdf/2005.05375v2,Downloaded (6672.15 KB),"lithium, copper, battery, cu",25,pdfs/2005.05375v2.pdf
1703.00266v1,"Spatially-resolved, substrate-induced rectification in C$_{60}$ bilayers on copper",2017,cond-mat.mes-hall,"we demonstrate rectification ratios ($rr$) of $\gtrsim$1000 at biases of
1.3~v in bilayers of \buck deposited on copper. using scanning tunneling
spectroscopy and first-principles calculations, we sho...",http://arxiv.org/pdf/1703.00266v1,Downloaded (1856.76 KB),"copper, cu",12,pdfs/1703.00266v1.pdf
1809.00450v1,Atomic and electronic structure of graphene oxide/Cu interface,2018,"cond-mat.mtrl-sci, cond-mat.mes-hall, physics.chem-ph, physics.comp-ph","the results of x-ray photoemission (xps) and valence bands spectroscopy,
optically stimulated electron emission (osee) measurements and density
functional theory based modeling of graphene oxide (go) ...",http://arxiv.org/pdf/1809.00450v1,Downloaded (1155.24 KB),"deposition, copper, cu",19,pdfs/1809.00450v1.pdf
2410.09919v1,Residual resistance ratio of Cu stabilizer in commercial REBCO tapes,2024,"cond-mat.supr-con, cond-mat.mtrl-sci","residual resistance ratio (rrr) of cu stabilizer in rebco coated conductor is
an important design parameter for rebco magnets. in this work, we measured rrr
of electroplated cu stabilizer in commercia...",http://arxiv.org/pdf/2410.09919v1,Downloaded (1591.77 KB),"boundary, cu",12,pdfs/2410.09919v1.pdf
2011.08601v1,Orbital Rashba effect in surface oxidized Cu film,2020,cond-mat.mes-hall,"recent experimental observation of unexpectedly large current-induced
spin-orbit torque in surface oxidized cu on top of a ferromagnet suggested a
possible role of the orbital rashba effect (ore). wit...",http://arxiv.org/pdf/2011.08601v1,Downloaded (4784.95 KB),cu,6,pdfs/2011.08601v1.pdf
0901.0861v1,Cu/Ag EAM Potential Optimized for Heteroepitaxial Diffusion from ab initio Data,2009,cond-mat.mtrl-sci,"a binary embedded-atom method (eam) potential is optimized for cu on ag(111)
by fitting to ab initio data. the fitting database consists of dft calculations
of cu monomers and dimers on ag(111), speci...",http://arxiv.org/pdf/0901.0861v1,Downloaded (652.80 KB),cu,6,pdfs/0901.0861v1.pdf
1207.3479v1,Surface plasmon resonance of Cu nanowires in polycarbonate template,2012,"cond-mat.mes-hall, cond-mat.mtrl-sci","the cu nanowires were electrodeposited in polycarbonate track-etched (pct)
membrane. sem, tem and xps techniques were used to characterize the morphology,
structure and size of nanowires as well as ch...",http://arxiv.org/pdf/1207.3479v1,Downloaded (778.39 KB),"copper, cu",12,pdfs/1207.3479v1.pdf
0702515v1,Magnetic and structural study of Cu-doped TiO2 thin films,2007,cond-mat.mtrl-sci,"transparent pure and cu-doped (2.5, 5 and 10 at. %) anatase tio2 thin films
were grown by pulsed laser deposition technique on laalo3 substrates. the
samples were structurally characterized by x-ray a...",http://arxiv.org/pdf/cond-mat/0702515v1,Downloaded (147.44 KB),"deposition, cu",12,pdfs/0702515v1.pdf
1202.1419v1,Chemical order and crystallographic texture of FePd:Cu thin alloy films,2012,"cond-mat.mtrl-sci, cond-mat.mes-hall","fepd thin films have been recently considered as promising material for
high-density magnetic storage devices. however, it is necessary to find a
proper method of fabrication for the (001)-textured an...",http://arxiv.org/pdf/1202.1419v1,Downloaded (1444.73 KB),cu,6,pdfs/1202.1419v1.pdf
0107436v1,The onset of magnetic order in fcc-Fe films on Cu(100),2001,cond-mat.mtrl-sci,"on the basis of a first-principles electronic structure theory of finite
temperature metallic magnetism in layered materials, we investigate the onset
of magnetic order in thin (2-8 layers) fcc-fe fil...",http://arxiv.org/pdf/cond-mat/0107436v1,Downloaded (110.38 KB),"copper, cu",12,pdfs/0107436v1.pdf
2407.05799v1,Fabrication of n+ contact on p-type high pure Ge by cathodic electrodeposition of Li and impedance analysis of n+/p diode at low temperatures,2024,"physics.app-ph, cond-mat.mtrl-sci","fabrication of diode by forming n-type electrical contact on germanium (ge)
and its ac impedance analysis is important for radiation detection in the form
of pulses. in this work lithium (li) metal ha...",http://arxiv.org/pdf/2407.05799v1,Downloaded (5030.11 KB),"lithium, deposition, electrodeposition, electroplating, cu",31,pdfs/2407.05799v1.pdf
1809.03667v1,Al-Cu-Fe quasicrystals as anode of lithium ion battery,2018,cond-mat.mtrl-sci,"in this paper, al-cu-fe quasicrystal alloy was used as anode material of
lithium-ion batteries. the first specific discharge capacity of quasicrystal
was 204mah/g. cyclic voltammetry showed that oxida...",http://arxiv.org/pdf/1809.03667v1,Downloaded (483.83 KB),"lithium, battery, cu",19,pdfs/1809.03667v1.pdf
1108.2066v1,Electronic structure of graphene on single crystal copper substrates,2011,cond-mat.mes-hall,"the electronic structure of graphene on cu(111) and cu(100) single crystals
is investigated using low energy electron microscopy, low energy electron
diffraction and angle resolved photoemission spect...",http://arxiv.org/pdf/1108.2066v1,Downloaded (722.52 KB),"copper, cu",12,pdfs/1108.2066v1.pdf
1802.09965v1,Fitting of the TB-SMA interatomic potentials for Pt/Cu(111) surface alloy,2018,cond-mat.mtrl-sci,"in this paper we present new parameters of the tb-sma interatomic potentials
for the pt/cu(111) surface alloy. the parameters are fitted using both the
experimental and {\it ab initio} data. the poten...",http://arxiv.org/pdf/1802.09965v1,Downloaded (1517.55 KB),"copper, cu",12,pdfs/1802.09965v1.pdf
0611092v1,Substrate dependent bonding distances of PTCDA - A comparative XSW study on Cu(111) and Ag(111),2006,cond-mat.mtrl-sci,"we study the adsorption geometry of
3,4,9,10-perylene-tetracarboxylic-dianhydride (ptcda) on ag(111) and cu(111)
using x-ray standing waves. the element-specific analysis shows that the carbon
core of...",http://arxiv.org/pdf/cond-mat/0611092v1,Downloaded (362.34 KB),"copper, cu",12,pdfs/0611092v1.pdf
1504.04790v2,"Influence of atomic tip structure on the intensity of inelastic tunneling spectroscopy data analyzed by combined scanning tunneling spectroscopy, force microscopy and density functional theory",2015,cond-mat.mes-hall,"achieving a high intensity in inelastic scanning tunneling spectroscopy
(iets) is important for precise measurements. the intensity of the iets signal
can vary up to a factor three for various tips wi...",http://arxiv.org/pdf/1504.04790v2,Downloaded (1981.91 KB),cu,6,pdfs/1504.04790v2.pdf
2410.06133v1,Control of Cu morphology on TaN barrier and combined Ru-TaN barrier/liner substrates for nanoscale interconnects from atomistic kinetic Monte Carlo simulations,2024,"cond-mat.mtrl-sci, physics.chem-ph, physics.comp-ph","the miniaturization of electronic devices brings severe challenges in the
deposition of metal interconnects in back end of line processing due to a
continually decreasing volume available for metal de...",http://arxiv.org/pdf/2410.06133v1,Downloaded (2147.37 KB),"deposition, cu",12,pdfs/2410.06133v1.pdf
2406.14079v1,Nano-Patterned Pt-Based Metallic Glass Electrocatalysts with In-Situ Copper Oxide Foam for Enhanced Hydrogen Evolution,2024,"cond-mat.mtrl-sci, physics.chem-ph","hydrogen is a promising energy carrier for replacing fossil fuels, and
hydrogen production via hydrogen evolution reaction (her) is an environmentally
friendly option if electrocatalysts with low over...",http://arxiv.org/pdf/2406.14079v1,Downloaded (2395.35 KB),"deposition, copper, electrodeposition, cu",25,pdfs/2406.14079v1.pdf
1305.5218v1,Giant Secondary Grain Growth in Cu Films on Sapphire,2013,cond-mat.mtrl-sci,"single crystal metal films on insulating substrates are attractive for
microelectronics and other applications, but they are difficult to achieve on
macroscopic length scales. the conventional approac...",http://arxiv.org/pdf/1305.5218v1,Downloaded (3443.02 KB),"deposition, cu",12,pdfs/1305.5218v1.pdf
2310.12506v1,"Comparison of the Resistivities of Nanostructured Films Made from Silver, Copper-Silver and Copper Nanoparticle and Nanowire Suspensions",2023,"physics.app-ph, cond-mat.mtrl-sci","spray deposition and inkjet printing of various nanostructures are emerging
complementary methods for creating conductive coatings on different substrates.
in comparison to established deposition tech...",http://arxiv.org/pdf/2310.12506v1,Downloaded (1031.00 KB),"deposition, copper, cu",19,pdfs/2310.12506v1.pdf
1110.4039v1,Monolayer and bilayer pentacene on Cu(111),2011,cond-mat.mes-hall,"the morphology and electronic structure of pentacene (pn) deposited on
cu(111) was studied using scanning tunneling microscopy (stm) and spectroscopy
(sts). deposition of a multilayer followed by anne...",http://arxiv.org/pdf/1110.4039v1,Downloaded (3013.00 KB),"deposition, cu",12,pdfs/1110.4039v1.pdf
2504.02384v1,Resistive switching characteristics of Cu/MgO/MoS2/Cu structure,2025,"physics.app-ph, cond-mat.mtrl-sci","during the study of resistive switching devices, researchers have found that
the influence of the insertion layer cannot be ignored. many reports have
confirmed that the appropriate insertion layer ca...",http://arxiv.org/pdf/2504.02384v1,Downloaded (1192.42 KB),cu,6,pdfs/2504.02384v1.pdf
0503348v1,Strain Relief in Cu-Pd Heteroepitaxy,2005,"cond-mat.mtrl-sci, cond-mat.stat-mech","we present experimental and theoretical studies of pd/cu(100) and cu/pd(100)
heterostructures in order to explore their structure and misfit strain
relaxation. ultrathin pd and cu films are grown by p...",http://arxiv.org/pdf/cond-mat/0503348v1,Downloaded (197.44 KB),"deposition, cu",12,pdfs/0503348v1.pdf
1403.3546v1,Influence of Chemisorbed Oxygen on the Growth of Graphene on Cu(100) by Chemical Vapor Deposition,2014,cond-mat.mtrl-sci,"understanding the influence that copper substrate surface symmetry and oxygen
impurities have on the growth of graphene by chemical vapor deposition is
important for developing techniques for producin...",http://arxiv.org/pdf/1403.3546v1,Downloaded (1799.25 KB),"deposition, copper, cu",19,pdfs/1403.3546v1.pdf
1804.09598v1,Bifurcation of the Kirkendall marker plane and the role of Ni and other impurities on the growth of Kirkendall voids in the Cu Sn system,2018,cond-mat.mtrl-sci,"the presence of bifurcation of the kirkendall marker plane, a very special
phenomenon discovered recently, is found in a technologically important cu sn
system. it was predicted based on estimated dif...",http://arxiv.org/pdf/1804.09598v1,Downloaded (2780.96 KB),cu,6,pdfs/1804.09598v1.pdf
2007.15756v1,Marcus-Hush-Chidsey Kinetics at Electrode-Electrolyte Interfaces,2020,physics.chem-ph,"electrochemical kinetics at electrode-electrolyte interfaces limit
performance of devices including fuel cells and batteries. while the importance
of moving beyond butler-volmer kinetics and incorpora...",http://arxiv.org/pdf/2007.15756v1,Downloaded (651.65 KB),"deposition, electrodeposition, cu",19,pdfs/2007.15756v1.pdf
1701.00404v1,Thermoelectric power factor enhancement by spin-polarized currents - a nanowire case study,2017,cond-mat.mtrl-sci,"thermoelectric (te) measurements have been performed on the workhorses of
today's data storage devices, exhibiting either the giant or the anisotropic
magnetoresistance effect (gmr and amr). the tempe...",http://arxiv.org/pdf/1701.00404v1,Downloaded (594.43 KB),"deposition, electrodeposition, cu",19,pdfs/1701.00404v1.pdf
2102.00943v1,ReaxFF Reactive Force Field Development for Cu/Si Systems and application to Copper Cluster Formation During Cu Diffusion Inside Silicon,2021,"cond-mat.mtrl-sci, physics.atm-clus, H.1","transition metal impurities such as nickel, copper, and iron, in solid-state
materials like silicon have a significant impact on the electrical performance
of integrated circuits and solar cells. to s...",http://arxiv.org/pdf/2102.00943v1,Downloaded (4328.59 KB),"copper, cu",12,pdfs/2102.00943v1.pdf
1611.01350v1,Molecular dynamics simulation of twin boundary effect on deformation of Cu nanopillars,2016,cond-mat.mtrl-sci,"molecular dynamics simulations performed on <110> cu nanopillars revealed
significant difference in deformation behavior of nanopillars with and without
twin boundary. the plastic deformation in singl...",http://arxiv.org/pdf/1611.01350v1,Downloaded (1085.46 KB),"twin, boundary, cu",19,pdfs/1611.01350v1.pdf
0310533v1,Quantum size effects in Pb islands on Cu(111): Electronic-structure calculations,2003,"cond-mat.mtrl-sci, cond-mat.mes-hall","the appearance of ""magic"" heights of pb islands grown on cu(111) is studied
by self-consistent electronic structure calculations. the cu(111) substrate is
modeled with a one-dimensional pseudopotentia...",http://arxiv.org/pdf/cond-mat/0310533v1,Downloaded (161.50 KB),cu,6,pdfs/0310533v1.pdf
2505.12914v1,Mechanistic Insights into the Early Stages of Oxidation at Copper Terrace: The Role of O-O Repulsion and Substrate-mediated Effects,2025,cond-mat.mtrl-sci,"copper-based catalysts play a crucial role in industrial oxidation reactions.
although many theoretical studies consider copper to be metallic, it is well
established that copper readily oxides at amb...",http://arxiv.org/pdf/2505.12914v1,Downloaded (1693.70 KB),"copper, cu",12,pdfs/2505.12914v1.pdf
1512.01987v1,Interfacial charge rearrangement and intermolecular interactions: Density-functional theory study of free-base porphine adsorbed on Ag(111) and Cu(111),2015,"physics.chem-ph, cond-mat.mtrl-sci","we employ dispersion-corrected density-functional theory to study the
adsorption of tetrapyrrole 2h-porphine (2h-p) at cu(111) and ag(111). various
contributions to adsorbate-substrate and adsorbate-a...",http://arxiv.org/pdf/1512.01987v1,Downloaded (6007.21 KB),cu,6,pdfs/1512.01987v1.pdf
0606123v1,Investigation of the oxohalogenide Cu4Te5O12Cl4 with weakly coupled Cu(II) tetrahedra,2006,"cond-mat.str-el, cond-mat.mtrl-sci","the crystal structure of the copper(ii) tellurium(iv) oxochloride
cu$_{4}$te$_{5}$o$_{12}$cl$_{4}$ (cu-45124) is composed of weakly coupled
tetrahedral cu clusters and shows crystallographic similarit...",http://arxiv.org/pdf/cond-mat/0606123v1,Downloaded (688.20 KB),"copper, cu",12,pdfs/0606123v1.pdf
2301.07348v1,Positional and Rotational Molecular Degrees of Freedom in a Metal-Organic Surface Alloy: the Copper-Fullerene System and its Multiple Structural Phases,2023,cond-mat.mtrl-sci,"mixing two chemical elements at the surface of a substrate is known to
produce rich phase diagrams of surface alloys. here, we extend the concept of
surface alloying to the case where the two constitu...",http://arxiv.org/pdf/2301.07348v1,Downloaded (6838.89 KB),"copper, cu",12,pdfs/2301.07348v1.pdf
2008.02477v1,Varying Electronic Coupling at Graphene-Copper Interfaces Probed with Raman Spectroscopy,2020,cond-mat.mtrl-sci,"as the synthesis of graphene on copper became one of the primary preparation
methods for both fundamental research and industrial application, raman spectra
of graphene/cu systems need to be quantitat...",http://arxiv.org/pdf/2008.02477v1,Downloaded (1334.28 KB),"copper, cu",12,pdfs/2008.02477v1.pdf
2006.03635v1,Underpotential electroless deposition of metals on polyaniline,2020,physics.app-ph,"a novel technique to deposit metals on highly conjugated polyaniline films
has been developed. in general, electrodeposition of metals, having low
reduction potential, from aqueous solution, is diffic...",http://arxiv.org/pdf/2006.03635v1,Downloaded (337.54 KB),"deposition, electrodeposition, cu",19,pdfs/2006.03635v1.pdf
1912.00688v1,Role of axial twin boundaries on deformation mechanisms in Cu nanopillars,2019,"cond-mat.mtrl-sci, cond-mat.mes-hall, physics.comp-ph","in recent years, twinned nanopillars have attracted tremendous attention for
research due to their superior mechanical properties. however, most of the
studies were focused on nanopillars with twin bo...",http://arxiv.org/pdf/1912.00688v1,Downloaded (3625.68 KB),"twin, boundary, spacing, cu",25,pdfs/1912.00688v1.pdf
0405644v1,Long-range electronic interactions between adatoms on transition metal surfaces,2004,cond-mat.mtrl-sci,"ab initio calculations of surface-state mediated interactions between cu
adatoms on transition metal surfaces are presented. we concentrate on
co/cu(111) and co(0001) substrates and compare results wi...",http://arxiv.org/pdf/cond-mat/0405644v1,Downloaded (208.59 KB),cu,6,pdfs/0405644v1.pdf
0209087v1,Model study of adsorbed metallic quantum dots: Na on Cu(111),2002,cond-mat.mes-hall,"we model electronic properties of the second monolayer na adatom islands
(quantum dots) on the cu(111) surface covered homogeneously by the first na
monolayer. an axially-symmetric three-dimensional j...",http://arxiv.org/pdf/cond-mat/0209087v1,Downloaded (530.06 KB),"cu, cu substrate",12,pdfs/0209087v1.pdf
2304.11499v1,Direct in-situ measurement of electrical properties of solid electrolyte interphase on lithium metal anode,2023,cond-mat.mtrl-sci,"solid electrolyte interphase (sei), a thin layer that dynamically forms
between active electrode and electrolyte during battery operation, critically
governs the performance of rechargeable batteries1...",http://arxiv.org/pdf/2304.11499v1,Downloaded (931.67 KB),"lithium, copper, battery, cu",25,pdfs/2304.11499v1.pdf
2501.08948v1,Compositional dependence of magnetic damping in sputter-deposited CoxFe1-x thin films,2025,"cond-mat.mtrl-sci, 03C90","co25fe75 ferromagnetic films exhibit ultralow magnetic damping. the magnetic
damping dependence of cobalt iron thin films over a co composition (23 to 36%)
is here reported. the thin film structures w...",http://arxiv.org/pdf/2501.08948v1,Downloaded (13076.60 KB),cu,6,pdfs/2501.08948v1.pdf
2006.07662v1,Structural properties of Fe-Ni/Cu/Fe-Ni trilayers on Si (100),2020,cond-mat.mtrl-sci,"we investigate the structural properties of
fe$_{1-x}$ni$_x$/cu/fe$_{1-x}$ni$_x$ ( $x=0.5$, non invar and $x=0.36$, invar)
trilayers deposited on si~(100)~at room temperature using dc magnetron
sputte...",http://arxiv.org/pdf/2006.07662v1,Downloaded (447.67 KB),cu,6,pdfs/2006.07662v1.pdf
2109.06502v1,Subsurface Carbon-Induced Local Charge of Copper for On-Surface Displacement Reaction,2021,"cond-mat.other, physics.chem-ph","transition metal carbides have sparked unprecedented enthusiasm as
high-performance catalysts in recent years. still, the catalytic properties of
copper (cu) carbide remain unexplored. by introducing ...",http://arxiv.org/pdf/2109.06502v1,Downloaded (898.70 KB),"copper, cu",12,pdfs/2109.06502v1.pdf
1308.2306v1,Structural and electronic properties of hybrid graphene and boron nitride nanostructures on Cu,2013,"cond-mat.mes-hall, cond-mat.mtrl-sci","recently, two-dimensional nanostructures consisting of alternating graphene
and boron nitride (bn) domains have been synthesized. these systems possess
interesting electronic and mechanical properties...",http://arxiv.org/pdf/1308.2306v1,Downloaded (2825.72 KB),cu,6,pdfs/1308.2306v1.pdf
1104.0079v3,Quenching of Impurity Spins at Cu/CuO Interfaces: An Antiferromagnetic Proximity Effect,2011,"cond-mat.str-el, cond-mat.mes-hall","it is observed that the magnetoconductance of bilayer films of copper (cu)
and copper monoxide (cuo) has distinct features compared of that of cu films on
conventional band insulator substrates. we an...",http://arxiv.org/pdf/1104.0079v3,Downloaded (488.43 KB),"copper, cu",12,pdfs/1104.0079v3.pdf
1607.05230v1,Interface Characteristics at an Organic/Metal Junction: Pentacene on Cu Stepped Surfaces,2016,cond-mat.mtrl-sci,"the adsorption of pentacene on cu(221), cu(511) and cu(911) is investigated
using density functional theory (dft) with the self-consistent inclusion of van
der waals (vdw) interactions. cu(211) is a v...",http://arxiv.org/pdf/1607.05230v1,Downloaded (1699.75 KB),cu,6,pdfs/1607.05230v1.pdf
2311.11139v3,Investigating the effect of Cu$^{2+}$ sorption in montmorillonite using density functional theory and molecular dynamics simulations,2023,"cond-mat.mtrl-sci, physics.comp-ph","montmorillonite (mmt) is the main mineral component of bentonite, which is
currently proposed as a sealing material in deep geological repositories (dgrs)
for used nuclear fuel. in the canadian progra...",http://arxiv.org/pdf/2311.11139v3,Downloaded (9138.70 KB),"copper, cu",12,pdfs/2311.11139v3.pdf
1903.07982v1,Effect of milling on dispersion of graphene nanosheet reinforcement in different morphology copper powder matrix,2019,physics.app-ph,"the effective dispersion of graphene nanosheet (gns) as reinforcement was
studied with various morphology of copper (cu) powder as matrix. high energy
milling was used for modifying the morphology of ...",http://arxiv.org/pdf/1903.07982v1,Downloaded (443.83 KB),"copper, cu",12,pdfs/1903.07982v1.pdf
1001.4725v2,Structure and giant magnetoresistance of granular Co-Cu nanolayers prepared by cross-beam PLD,2010,cond-mat.mtrl-sci,"a series of co_xcu_{100-x} (x = 0, 40...75, 100) layers with thicknesses
in-between 13 nm and 55 nm were prepared on silicon substrates using cross-beam
pulsed laser deposition. wide-angle x-ray diffr...",http://arxiv.org/pdf/1001.4725v2,Downloaded (795.79 KB),"deposition, copper, cu",19,pdfs/1001.4725v2.pdf
1607.07091v1,Super-giant magnetoresistance at room-temperature in copper nanowires due to magnetic field modulation of potential barrier heights at nanowire-contact interfaces,2016,cond-mat.mes-hall,"we have observed a super-giant (~10,000,000%) negative magnetoresistance at
39 mt field in cu nanowires contacted with au contact pads. in these nanowires,
potential barriers form at the two cu/au int...",http://arxiv.org/pdf/1607.07091v1,Downloaded (1264.95 KB),"copper, cu",12,pdfs/1607.07091v1.pdf
0408394v1,CO adsorption on Cu(111) and Cu(001) surfaces: improving site preference in DFT calculations,2004,cond-mat.mtrl-sci,"co adsorption on cu(111) and cu(001) surfaces has been studied within
ab-initio density functional theory (dft). the structural, vibrational and
thermodynamic properties of the adsorbate-substrate com...",http://arxiv.org/pdf/cond-mat/0408394v1,Downloaded (164.35 KB),cu,6,pdfs/0408394v1.pdf
1505.05127v1,Modification of electronic surface states by graphene islands on Cu(111),2015,cond-mat.mes-hall,"we present a study of graphene/substrate interactions on uhv-grown graphene
islands with minimal surface contamination using \emph{in situ} low-temperature
scanning tunneling microscopy (stm). we comp...",http://arxiv.org/pdf/1505.05127v1,Downloaded (9051.93 KB),cu,6,pdfs/1505.05127v1.pdf
1412.2031v1,"Oxidation of copper during physical sputtering deposition: mechanism, avoidance and utilization",2014,cond-mat.mtrl-sci,"in this paper, oxidation of cu during physical sputtering deposition in a
high purity and low pressure ar atmosphere without introducing o2 gas flow was
studied systemically. it was found that various...",http://arxiv.org/pdf/1412.2031v1,Downloaded (864.36 KB),"deposition, copper, cu",19,pdfs/1412.2031v1.pdf
1612.01023v1,Femtosecond laser induced structural dynamics and melting of Cu (111) single crystal. An ultrafast time-resolved x-ray diffraction study,2016,cond-mat.mtrl-sci,"femtosecond, 8.04 kev x-ray pulses are used to probe the lattice dynamics of
150 nm cu (111) single crystal on mica substrate irradiated with 400 nm, 100 fs
laser pulses. for pump fluencies below the ...",http://arxiv.org/pdf/1612.01023v1,Downloaded (807.27 KB),cu,6,pdfs/1612.01023v1.pdf
2001.02216v3,First principles evaluation of fcc ruthenium for use in advanced interconnects,2020,"cond-mat.mtrl-sci, cond-mat.mes-hall","as the semiconductor industry turns to alternate conductors to replace cu for
future interconnect nodes, much attention as been focused on evaluating the
electrical performance of ru. the typical hexa...",http://arxiv.org/pdf/2001.02216v3,Downloaded (1068.72 KB),"deposition, boundary, cu",19,pdfs/2001.02216v3.pdf
1408.4202v1,Over-limiting Current and Control of Dendritic Growth by Surface Conduction in Nanopores,2014,"physics.chem-ph, cond-mat.mes-hall, cond-mat.mtrl-sci, nlin.PS","understanding over-limiting current (faster than diffusion) is a
long-standing challenge in electrochemistry with applications in desalination
and energy storage. known mechanisms involve either chemi...",http://arxiv.org/pdf/1408.4202v1,Downloaded (4114.19 KB),"deposition, copper, electrodeposition, electroplating, cu",31,pdfs/1408.4202v1.pdf
0603551v1,Adsorption geometry of Cu(111)-Cs studied by scanning tunneling microscopy,2006,cond-mat.mtrl-sci,"using scanning tunneling microscopy at low temperatures we investigated the
adsorbate system cu(111)-cs for various cesium coverages. at low coverages we
observe a hexagonally ordered cs adsorption la...",http://arxiv.org/pdf/cond-mat/0603551v1,Downloaded (230.76 KB),cu,6,pdfs/0603551v1.pdf
1404.6177v1,Stable Lithium Electrodeposition in Liquid and Nanoporous Solid Electrolytes,2014,cond-mat.mtrl-sci,"rechargeable lithium, sodium, and aluminum metal-based batteries are among
the most versatile platform for high-energy, cost effective electrochemical
energy storage. non-uniform metal deposition and ...",http://arxiv.org/pdf/1404.6177v1,Downloaded (4361.39 KB),"lithium, deposition, electrodeposition",19,pdfs/1404.6177v1.pdf
1804.09595v1,Diffusion-controlled growth of phases in metal-tin systems related to microelectronics packaging,2018,physics.app-ph,"the electro–mechanical connection between under bump metallization (ubm) and
solder in flip–chip bonding is achieved by the formation of brittle
intermetallic compounds (imcs) during the soldering pro...",http://arxiv.org/pdf/1804.09595v1,Downloaded (5920.94 KB),cu,6,pdfs/1804.09595v1.pdf
2307.06475v2,in situ Monitoring of Lithium Electrodeposition using Transient Grating Spectroscopy,2023,physics.app-ph,"the mechanisms of lithium electrodeposition, which overwhelmingly affect
lithium metal battery performance and safety, remain insufficiently understood
due to its electrochemical complexity. novel, no...",http://arxiv.org/pdf/2307.06475v2,Downloaded (5032.07 KB),"lithium, deposition, electrodeposition, battery",25,pdfs/2307.06475v2.pdf
